intern_id,course_id,rating
64,C022,4
64,C021,5
64,C016,4
64,C008,5
64,C023,3
65,C020,5
65,C011,1
65,C001,3
65,C008,2
65,C022,4
65,C027,4
65,C030,5
65,C002,5
65,C005,5
65,C009,4
66,C021,5
66,C028,5
66,C007,1
66,C011,2
66,C004,1
66,C017,2
66,C026,5
66,C024,5
66,C010,1
67,C030,5
67,C020,4
67,C027,3
67,C007,3
67,C028,3
67,C009,5
67,C003,3
67,C013,1
68,C021,2
68,C010,2
68,C017,5
68,C011,5
68,C016,2
68,C006,5
68,C029,1
68,C014,3
68,C015,4
68,C024,3
68,C001,3
68,C009,4
68,C018,5
68,C020,5
69,C014,5
69,C013,5
69,C002,1
69,C010,4
69,C025,2
69,C005,5
69,C027,5
69,C007,5
69,C017,5
69,C016,3
70,C005,5
70,C003,5
70,C017,4
70,C018,5
70,C024,4
70,C011,2
70,C015,4
70,C013,5
70,C027,2
70,C007,5
70,C028,1
70,C030,1
71,C023,5
71,C007,3
71,C013,2
71,C011,1
71,C004,2
71,C006,3
71,C017,2
71,C030,5
71,C010,4
71,C005,2
71,C026,3
71,C002,5
72,C018,5
72,C030,2
72,C001,5
72,C022,5
72,C014,5
72,C028,4
72,C016,2
72,C008,5
72,C023,2
72,C024,5
73,C020,5
73,C012,5
73,C024,2
73,C025,4
73,C014,5
73,C019,5
73,C018,5
73,C017,4
73,C007,4
73,C013,3
73,C006,2
73,C008,5
73,C022,1
73,C023,4
73,C016,3
74,C017,4
74,C027,2
74,C004,3
74,C002,3
74,C006,4
74,C016,5
74,C022,3
74,C025,4
74,C014,3
74,C020,5
74,C007,4
74,C029,3
74,C030,1
74,C024,4
75,C017,5
75,C003,5
75,C024,4
75,C026,5
75,C010,1
75,C006,5
75,C001,4
75,C002,4
76,C023,5
76,C027,5
76,C010,2
76,C003,4
76,C009,3
76,C001,3
76,C028,4
76,C029,2
76,C020,2
76,C005,5
76,C019,2
77,C021,5
77,C006,3
77,C007,2
77,C027,5
77,C010,5
77,C019,4
77,C001,3
77,C016,1
77,C025,5
77,C020,4
77,C029,3
77,C013,2
77,C014,2
77,C018,5
77,C028,5
78,C010,2
78,C016,4
78,C021,5
78,C023,2
78,C027,5
78,C020,4
78,C002,4
78,C001,4
78,C022,2
78,C026,5
78,C014,5
78,C006,5
78,C015,3
78,C009,5
79,C026,3
79,C008,5
79,C002,5
79,C025,5
79,C017,4
79,C024,2
79,C009,5
79,C030,1
79,C006,5
80,C004,1
80,C017,2
80,C016,5
80,C024,5
80,C014,3
80,C003,4
80,C022,4
80,C028,5
80,C015,5
80,C020,1
80,C027,5
80,C023,5
80,C002,4
80,C018,4
81,C015,3
81,C022,5
81,C011,4
81,C013,2
81,C021,5
81,C009,5
81,C025,2
81,C027,2
81,C018,5
82,C008,2
82,C020,5
82,C026,2
82,C018,4
82,C024,2
82,C012,3
82,C028,5
82,C005,5
82,C019,5
82,C025,3
82,C015,4
83,C006,5
83,C011,5
83,C023,5
83,C001,4
83,C019,4
83,C014,5
83,C017,2
83,C018,4
83,C007,4
83,C009,3
83,C029,4
83,C005,5
83,C024,4
84,C002,5
84,C022,5
84,C017,5
84,C013,1
84,C004,4
84,C011,5
84,C007,5
84,C012,3
84,C006,2
84,C014,4
84,C023,2
84,C024,4
84,C010,3
85,C008,4
85,C022,2
85,C007,1
85,C017,5
85,C003,5
85,C002,5
85,C006,5
85,C021,4
85,C028,5
86,C010,5
86,C001,3
86,C009,2
86,C027,3
86,C007,2
86,C023,2
86,C028,2
86,C024,5
86,C026,4
86,C013,5
86,C022,3
87,C013,5
87,C023,3
87,C020,5
87,C007,2
87,C024,5
87,C014,5
87,C015,5
87,C010,2
87,C028,5
87,C006,2
87,C008,1
87,C016,2
87,C022,3
87,C019,5
88,C025,1
88,C002,4
88,C007,5
88,C021,2
88,C018,4
88,C015,2
88,C013,5
88,C012,5
88,C027,4
89,C005,5
89,C019,4
89,C004,3
89,C011,3
89,C021,4
89,C024,4
89,C030,3
89,C023,3
90,C014,5
90,C002,5
90,C017,4
90,C015,5
90,C028,3
90,C006,3
90,C013,4
90,C004,4
90,C023,4
90,C009,5
90,C011,5
91,C023,3
91,C021,2
91,C004,4
91,C016,2
91,C010,5
91,C017,5
91,C019,5
91,C001,3
91,C009,1
91,C027,3
91,C020,3
92,C006,4
92,C004,4
92,C016,2
92,C005,3
92,C024,4
92,C025,3
92,C023,5
92,C020,5
92,C018,2
92,C001,1
92,C014,2
92,C030,5
93,C027,3
93,C022,3
93,C010,4
93,C026,3
93,C020,2
93,C014,3
93,C025,4
93,C002,5
93,C005,5
93,C009,3
93,C011,4
93,C021,5
93,C012,4
93,C015,5
93,C024,2
94,C004,5
94,C012,1
94,C023,4
94,C022,2
94,C030,2
94,C016,1
94,C018,2
94,C019,1
94,C021,5
94,C017,1
94,C008,5
94,C007,3
95,C030,1
95,C014,5
95,C026,1
95,C016,3
95,C017,1
95,C022,5
95,C023,4
95,C013,4
96,C002,3
96,C023,3
96,C024,4
96,C018,1
96,C001,5
96,C014,3
96,C005,5
96,C011,5
96,C030,3
96,C025,5
96,C009,4
96,C029,4
96,C028,4
96,C008,5
97,C010,3
97,C007,1
97,C017,3
97,C006,2
97,C008,4
97,C023,4
97,C002,5
97,C029,4
97,C022,5
97,C027,5
98,C025,4
98,C003,1
98,C004,4
98,C015,5
98,C001,5
98,C022,4
98,C024,1
98,C017,2
98,C002,2
98,C027,3
98,C013,5
98,C018,5
98,C011,4
98,C028,1
99,C009,4
99,C019,4
99,C005,4
99,C007,2
99,C027,2
99,C020,4
99,C030,1
99,C017,3
100,C027,1
100,C011,4
100,C026,4
100,C006,5
100,C004,2
100,C001,4
100,C008,5
100,C007,4
100,C018,2
100,C015,4
100,C017,2
100,C030,5
100,C025,5
100,C020,1
101,C028,3
101,C027,4
101,C008,3
101,C001,4
101,C017,2
101,C018,3
101,C012,5
101,C010,1
101,C016,5
101,C013,2
101,C023,4
101,C019,1
101,C022,5
102,C016,5
102,C028,1
102,C005,5
102,C024,5
102,C013,1
102,C008,4
102,C011,3
102,C009,3
102,C010,4
103,C023,2
103,C003,3
103,C009,3
103,C029,4
103,C017,5
103,C002,5
103,C019,4
103,C020,2
104,C017,3
104,C026,4
104,C001,5
104,C018,3
104,C029,3
104,C027,4
104,C011,1
104,C025,5
104,C003,4
104,C023,4
104,C019,4
105,C008,4
105,C017,3
105,C030,4
105,C012,2
105,C029,5
105,C015,5
105,C028,5
105,C006,5
106,C001,5
106,C006,5
106,C021,3
106,C012,3
106,C002,4
106,C024,4
106,C023,4
106,C014,3
106,C017,1
106,C018,2
106,C016,3
106,C020,2
106,C004,4
106,C011,5
106,C008,2
107,C019,5
107,C018,5
107,C022,4
107,C021,5
107,C030,3
107,C011,5
107,C023,2
107,C013,5
107,C007,5
107,C028,5
107,C001,1
107,C003,2
107,C024,1
108,C007,2
108,C015,4
108,C005,3
108,C022,5
108,C027,4
108,C025,4
108,C008,5
108,C004,5
108,C018,5
108,C020,5
108,C029,3
108,C017,5
108,C026,3
109,C020,5
109,C002,1
109,C024,2
109,C019,2
109,C009,2
109,C014,4
109,C013,5
109,C004,5
109,C030,5
109,C016,5
109,C018,4
109,C028,5
109,C006,3
109,C025,1
110,C014,2
110,C017,5
110,C016,1
110,C013,4
110,C026,4
110,C001,4
110,C020,4
110,C028,2
110,C025,3
110,C012,5
110,C005,5
110,C024,2
110,C029,5
111,C024,5
111,C015,5
111,C001,5
111,C010,5
111,C022,3
111,C009,4
111,C013,1
111,C003,5
111,C016,1
111,C018,2
111,C028,3
111,C030,5
111,C023,2
112,C009,2
112,C028,3
112,C011,3
112,C002,3
112,C025,3
112,C003,5
112,C008,3
112,C030,5
112,C015,3
112,C014,5
112,C021,2
112,C017,3
113,C008,1
113,C004,5
113,C017,4
113,C020,4
113,C001,4
113,C027,1
113,C016,2
113,C029,3
113,C021,5
113,C023,4
113,C015,2
113,C026,1
113,C003,5
114,C013,4
114,C010,5
114,C012,1
114,C022,4
114,C007,5
114,C001,3
114,C025,2
114,C008,5
114,C002,1
114,C024,2
114,C005,5
114,C029,4
114,C020,4
114,C018,4
115,C006,2
115,C024,2
115,C029,2
115,C012,5
115,C025,3
115,C016,5
115,C015,5
115,C010,5
115,C020,3
115,C022,2
115,C005,5
115,C001,2
116,C025,5
116,C028,5
116,C021,2
116,C020,3
116,C016,5
116,C003,1
116,C004,2
116,C010,4
116,C007,2
116,C008,2
116,C012,4
117,C026,5
117,C017,4
117,C022,2
117,C019,5
117,C001,4
117,C030,5
117,C025,4
117,C007,3
117,C004,4
118,C020,5
118,C028,5
118,C012,4
118,C014,4
118,C023,4
118,C019,5
118,C025,4
118,C011,4
118,C005,4
118,C010,3
118,C006,1
119,C007,5
119,C010,3
119,C011,4
119,C021,3
119,C020,4
119,C026,3
119,C013,2
119,C027,4
119,C029,5
119,C028,5
120,C001,2
120,C004,2
120,C022,3
120,C019,3
120,C012,5
120,C029,5
120,C023,2
120,C015,5
120,C030,3
121,C018,4
121,C022,3
121,C029,4
121,C002,5
121,C009,3
121,C016,5
121,C010,5
121,C013,1
121,C007,2
121,C011,5
121,C008,5
121,C017,5
121,C001,5
122,C021,1
122,C007,4
122,C003,3
122,C001,2
122,C004,4
122,C005,4
122,C023,1
122,C008,1
123,C018,4
123,C013,5
123,C029,5
123,C021,1
123,C005,4
123,C009,1
123,C015,5
123,C011,5
123,C008,5
123,C016,4
123,C019,3
123,C017,1
123,C030,5
123,C023,1
123,C024,1
124,C007,5
124,C008,5
124,C002,5
124,C006,5
124,C021,5
124,C004,2
124,C018,5
124,C013,2
124,C001,3
124,C030,2
124,C029,3
124,C011,4
124,C016,2
124,C015,2
124,C003,3
125,C027,5
125,C020,5
125,C011,4
125,C024,3
125,C026,5
125,C004,2
125,C008,5
125,C013,4
125,C015,5
126,C027,3
126,C010,4
126,C018,4
126,C007,1
126,C020,1
126,C013,5
126,C024,5
126,C005,2
126,C029,5
126,C021,3
126,C008,4
126,C023,3
126,C016,1
127,C020,5
127,C002,5
127,C007,4
127,C026,3
127,C017,2
127,C023,3
127,C016,4
127,C029,2
127,C005,4
127,C019,2
127,C008,4
127,C012,1
127,C010,5
127,C027,1
127,C001,5
128,C004,3
128,C014,4
128,C002,4
128,C009,5
128,C015,3
128,C018,2
128,C003,5
128,C010,5
128,C025,5
128,C030,3
129,C024,4
129,C015,1
129,C009,1
129,C001,5
129,C005,5
129,C025,3
129,C011,2
129,C014,1
129,C017,4
129,C016,4
129,C020,4
129,C007,5
129,C003,5
129,C006,4
130,C009,5
130,C029,2
130,C010,2
130,C014,1
130,C011,4
130,C001,5
130,C003,5
130,C008,4
131,C009,4
131,C007,2
131,C016,2
131,C019,3
131,C012,4
131,C029,5
131,C005,5
131,C022,5
131,C025,3
131,C010,4
131,C003,5
131,C006,4
132,C007,5
132,C023,2
132,C025,5
132,C024,1
132,C016,5
132,C021,2
132,C028,3
132,C004,2
132,C003,4
133,C002,4
133,C010,5
133,C020,4
133,C011,2
133,C029,5
133,C003,5
133,C008,4
133,C021,3
133,C015,4
133,C016,3
133,C030,3
134,C029,2
134,C011,2
134,C017,3
134,C023,5
134,C019,5
134,C008,3
134,C001,4
134,C026,2
134,C030,5
135,C030,1
135,C028,2
135,C020,4
135,C029,5
135,C011,5
135,C017,3
135,C008,1
135,C022,5
135,C019,4
135,C018,4
135,C002,3
135,C003,1
135,C026,4
135,C025,1
135,C004,3
136,C004,5
136,C008,2
136,C024,5
136,C013,3
136,C001,5
136,C007,3
136,C026,4
136,C009,5
136,C022,4
136,C025,2
136,C018,5
137,C012,1
137,C004,5
137,C010,5
137,C025,5
137,C019,2
137,C024,1
137,C021,2
137,C009,2
137,C003,4
137,C017,3
137,C013,5
137,C015,2
138,C030,4
138,C015,3
138,C014,1
138,C017,5
138,C004,5
138,C028,3
138,C012,5
138,C023,3
138,C008,3
138,C020,1
138,C021,4
138,C006,2
138,C024,4
138,C027,4
139,C001,3
139,C022,3
139,C021,4
139,C018,5
139,C016,3
139,C029,4
139,C012,3
139,C019,4
139,C004,3
139,C002,3
139,C010,5
139,C026,4
139,C014,3
139,C024,3
140,C002,5
140,C004,5
140,C022,5
140,C024,5
140,C014,5
140,C027,4
140,C015,1
140,C026,5
140,C016,3
141,C009,1
141,C029,4
141,C013,5
141,C018,5
141,C028,5
141,C011,4
141,C005,4
141,C001,5
141,C021,1
141,C017,2
141,C023,1
141,C022,2
142,C023,3
142,C025,4
142,C020,1
142,C011,4
142,C022,4
142,C009,5
142,C026,5
142,C005,2
142,C018,2
142,C029,4
142,C027,5
142,C015,5
142,C001,4
143,C029,1
143,C015,5
143,C002,5
143,C007,3
143,C010,5
143,C022,4
143,C021,5
143,C005,4
143,C013,5
143,C006,4
144,C009,4
144,C028,2
144,C006,5
144,C030,4
144,C002,3
144,C015,3
144,C005,2
144,C027,3
144,C004,1
144,C014,2
145,C026,2
145,C002,4
145,C007,5
145,C022,3
145,C025,5
145,C009,4
145,C018,5
145,C006,4
145,C017,5
145,C010,5
145,C015,5
145,C019,2
145,C021,5
146,C014,3
146,C008,1
146,C024,3
146,C004,5
146,C012,2
146,C010,3
146,C016,3
146,C006,4
146,C021,1
146,C018,2
146,C025,3
146,C023,3
146,C027,2
146,C020,1
147,C017,2
147,C007,1
147,C015,4
147,C006,4
147,C014,5
147,C027,3
147,C010,5
147,C022,1
147,C016,4
147,C019,5
147,C003,4
147,C009,5
147,C025,3
148,C001,5
148,C015,1
148,C021,5
148,C024,2
148,C020,3
148,C011,4
148,C004,5
148,C023,5
148,C029,1
148,C030,5
149,C019,3
149,C001,5
149,C002,5
149,C021,3
149,C016,5
149,C006,5
149,C011,2
149,C005,3
149,C012,5
149,C014,1
149,C007,4
150,C021,1
150,C023,2
150,C002,3
150,C001,3
150,C024,3
150,C020,5
150,C016,5
150,C030,5
150,C022,1
150,C014,4
150,C011,1
150,C013,1
150,C027,1
150,C019,5
151,C027,4
151,C020,1
151,C001,3
151,C008,3
151,C010,5
151,C007,5
151,C021,1
151,C030,3
151,C018,5
151,C023,2
151,C002,3
152,C019,4
152,C014,3
152,C027,5
152,C018,5
152,C012,5
152,C006,5
152,C001,4
152,C023,5
152,C005,3
152,C025,5
152,C003,2
152,C013,5
152,C029,2
153,C020,2
153,C001,4
153,C018,2
153,C002,5
153,C013,3
153,C010,5
153,C029,5
153,C030,5
154,C018,1
154,C022,5
154,C016,3
154,C025,3
154,C013,3
154,C017,1
154,C011,2
154,C008,4
155,C020,2
155,C009,5
155,C005,5
155,C021,1
155,C002,4
155,C024,4
155,C029,4
155,C004,5
155,C011,5
155,C010,4
155,C008,2
155,C003,5
155,C007,4
155,C028,3
155,C018,2
156,C016,2
156,C012,5
156,C010,2
156,C011,4
156,C021,3
156,C025,1
156,C004,4
156,C005,4
157,C028,1
157,C024,2
157,C009,5
157,C015,4
157,C001,1
157,C029,4
157,C023,2
157,C019,5
158,C006,4
158,C025,3
158,C022,5
158,C014,5
158,C021,5
158,C009,5
158,C029,5
158,C002,5
158,C013,1
158,C018,5
159,C011,3
159,C017,3
159,C022,2
159,C026,1
159,C023,2
159,C021,5
159,C014,3
159,C005,5
160,C003,2
160,C006,5
160,C013,4
160,C029,1
160,C027,3
160,C009,4
160,C011,1
160,C010,5
161,C016,4
161,C028,1
161,C008,2
161,C003,4
161,C022,5
161,C006,5
161,C001,3
161,C007,1
161,C015,4
162,C007,4
162,C030,2
162,C027,3
162,C004,4
162,C028,5
162,C025,3
162,C019,1
162,C012,2
162,C029,5
162,C023,5
162,C022,5
162,C010,4
163,C015,2
163,C006,4
163,C029,5
163,C023,3
163,C030,5
163,C022,2
163,C010,2
163,C001,1
163,C026,4
163,C020,5
163,C008,4
163,C016,2
164,C001,5
164,C012,3
164,C010,1
164,C021,5
164,C006,5
164,C016,1
164,C004,5
164,C024,5
164,C019,5
164,C015,5
164,C022,2
164,C013,3
164,C029,5
164,C018,5
164,C009,5
165,C005,1
165,C009,4
165,C022,2
165,C024,1
165,C017,4
165,C003,3
165,C029,4
165,C015,2
165,C004,4
165,C018,2
165,C002,3
166,C030,1
166,C024,3
166,C019,2
166,C007,5
166,C028,2
166,C026,3
166,C015,1
166,C012,5
166,C018,5
166,C017,3
166,C011,5
166,C003,4
166,C009,5
166,C020,2
166,C016,4
167,C015,2
167,C025,4
167,C011,1
167,C026,1
167,C014,2
167,C006,3
167,C019,1
167,C005,1
167,C020,5
167,C023,4
167,C004,5
167,C003,5
167,C028,3
168,C018,1
168,C022,5
168,C015,1
168,C003,5
168,C030,3
168,C002,4
168,C007,5
168,C010,2
168,C008,4
168,C016,2
168,C019,2
168,C023,5
168,C004,4
168,C028,4
169,C024,4
169,C002,4
169,C011,5
169,C021,5
169,C020,5
169,C007,2
169,C009,4
169,C001,3
169,C017,2
169,C006,3
169,C029,3
169,C010,3
169,C023,2
170,C001,3
170,C017,4
170,C004,4
170,C016,4
170,C005,2
170,C003,5
170,C029,4
170,C026,5
170,C015,4
171,C008,3
171,C030,3
171,C002,3
171,C023,2
171,C007,4
171,C009,5
171,C015,4
171,C006,2
171,C025,3
